,std_z,Latitude,Longitude
3,0.10279801921060149,30.326519200000003,78.00687330000004
112,0.10492649877379658,30.326519200000003,78.00687330000004
270,0.10120239249224221,30.326519200000003,78.00687330000004
301,0.07914203888478345,30.326519200000003,78.00687330000004
311,0.07695743638781512,30.32541865384616,78.00609070576924
328,0.07753968274374093,30.325075330000004,78.00566233599999
355,0.0732091633608799,30.32493499999999,78.00555333000004
443,0.08181087886094365,30.32580667000001,78.00134000000001
445,0.16460670460221238,30.325825000000005,78.00123333000005
456,0.11408352358621358,30.325935961538445,78.00063538615386
529,0.07713649815635971,30.32653000000001,77.99875167000003
547,0.4609217631236504,30.327251670000006,77.99892167000003
548,0.2526078953939972,30.32732718038462,77.99891922923074
599,0.07168565654192023,30.32922667000002,77.99880166999998
621,0.07477665100973616,30.32979333000002,77.99875833000004
683,0.07759722249192645,30.33244333000001,77.99856333000001
687,0.08314115707638424,30.332521670000002,77.99854499999996
1293,0.07571162107112349,30.33397333000001,77.97766666999998
1495,0.09133698458919122,30.336395000000007,77.97062832999997
1520,0.07713285659604906,30.336338669200007,77.96952773079997
1521,0.07708770359891286,30.336336670000012,77.96950332999997
1654,0.08864794560997771,30.33611805458335,77.9634405545833
1666,0.07487842852231215,30.33615097416668,77.96309451583335
1669,0.08407403010717122,30.336154999999994,77.96300999999995
1686,0.1043795703676966,30.33620124666666,77.96221833
1687,0.10368158177805739,30.336203329999993,77.96219333
1829,0.08070108728592466,30.33864667,77.95609833000002
1922,0.0820238123784883,30.341249583333337,77.95499180291671
2117,0.1705321363803947,30.345561670000016,77.95389333000001
2118,0.10212569966765807,30.345561670000013,77.95389333000001
2198,0.14186700624718368,30.348234810384607,77.95642955461537
2199,0.09749812595746338,30.34824666999999,77.95645166999999
2250,0.0741492815463923,30.350336217307706,77.95945231038459
2254,0.09848135637696179,30.35046243923078,77.95968948615388
2256,0.10347325627664743,30.35055520874999,77.95983979125005
2257,0.07977074497487253,30.350564999999992,77.95985500000005
2268,0.12070811845745279,30.35109416423075,77.96045070846156
2269,0.07178822064369896,30.35112332999999,77.96048167000002
2280,0.07764595186215252,30.351845413333333,77.96115187166664
2286,0.0701364516222046,30.352249874230775,77.96150750153846
2287,0.08393717457338147,30.35228667000001,77.96153667
2291,0.09272060429882055,30.35255832999999,77.96177332999997
2293,0.07129185744853007,30.35268667000002,77.96189667
2305,0.08717669702175682,30.35339833,77.96268499999998
2309,0.09723915047250971,30.353648329999977,77.96294667000002
2310,0.15034423393511384,30.353752568750014,77.96304694250003
2311,0.08408317100439212,30.35378000000002,77.96307333000003
2312,0.0717192502153311,30.353885552916655,77.96317361041663
2316,0.0813012222130352,30.354141465199994,77.96341620240003
2320,0.11370401203935661,30.354406220384632,77.96366967615387
2321,0.26072402781012766,30.354441670000018,77.96370333000003
2352,0.0823357430561927,30.356006344615373,77.96505692461535
2404,0.08162226619288106,30.358264420384597,77.96606403576922
2405,0.07157833944383056,30.35828332999999,77.96607332999999
2434,0.07396807074089758,30.359682704999997,77.96673957999997
2444,0.07075287795179454,30.36013647769232,77.96697545115389
2494,0.10756388527468046,30.361753270384604,77.96807692192311
2497,0.12362347997043283,30.36181999999999,77.96816332999997
2503,0.07158092021245281,30.361970000000007,77.96830832999996
2505,0.10305918978916921,30.362026669999988,77.96833999999996
2512,0.0799098954111153,30.362219868461526,77.96844237269234
2523,0.11258390808057628,30.362561669999995,77.96862499999999
2539,0.10360372706393557,30.36310833000001,77.96892666999999
2549,0.09154013819085047,30.363479999999992,77.96948666999997
2572,0.10358091976037767,30.364623405416662,77.97064791999996
2591,0.120425943026601,30.365688330000008,77.97143166999996
2611,0.0838147475090154,30.366641670000007,77.97210500000004
2629,0.07505640922144753,30.36756166999999,77.97269499999997
2633,0.10730657387644735,30.36774166999999,77.97279499999996
2634,0.21297409174321216,30.367798911153862,77.9728303180769
2635,0.22371981084979187,30.367820000000016,77.97284332999998
2636,0.16099951055826223,30.36787573080001,77.97288259919995
2643,0.1237612271830162,30.36814666999999,77.97308333
2644,0.07763553865040455,30.368219362307684,77.97313852769224
2650,0.10825255406473537,30.368473332307676,77.97334576923075
2651,0.10374617374470572,30.36850332999999,77.97336999999997
2652,0.08127760556676525,30.3685704684,77.9734156
2654,0.0801866209836941,30.368662920000002,77.97347090541663
2655,0.08851563616759384,30.36868167,77.97348166999997
2664,0.0710175442029319,30.369055131538477,77.97362237269228
2667,0.07077297240605626,30.36915499999999,77.97366166999997
2696,0.07028460746247249,30.37066281807692,77.97431333423073
2698,0.08024629212617863,30.370763075769236,77.97435006192305
2702,0.07423862782634427,30.370972753076934,77.97442435653846
2703,0.07427020367446259,30.370998330000013,77.97443333
2704,0.07316756032599397,30.371066943749994,77.97445840208333
2712,0.07520105429225485,30.371386397600006,77.97463847000003
2724,0.0725021467698156,30.371842011250006,77.97506937500002
2725,0.0739482572738949,30.371858330000006,77.97508500000002
2796,0.12088438650214509,30.3743590652,77.97746446520001
2799,0.08042031421479151,30.374458330000007,77.97749999999998
2801,0.10687838951316367,30.374519999999993,77.97751999999997
2806,0.13445418802527587,30.37464736208332,77.9775810383333
2820,0.07714753777415963,30.374978208461528,77.97772288307698
2821,0.08018348467973076,30.37499166999999,77.97772333000005
2822,0.14686844990019796,30.37502993125001,77.97771277708337
2858,0.09229615690650475,30.375433817499985,77.97730062166669
2876,0.261289724113935,30.37575333666665,77.97693340083337
2877,0.11489986603727882,30.37576166999998,77.97692333000003
2901,0.1820818257988201,30.376404999999988,77.97637833
2902,0.09300744130692734,30.37646346153846,77.97636371461542
2940,0.0751181092577651,30.378373204230776,77.97607583423076
2982,0.13056936853642206,30.380331947083338,77.97624784458333
2989,0.08188442367495609,30.38046333,77.976185
2990,0.07108368069774146,30.380493781153827,77.97616429730766
3001,0.12348462117473037,30.380716669999998,77.97599833000002
3002,0.15333151520103802,30.380742246923074,77.97597884769233
3010,0.09131520191074428,30.380904269200006,77.97588306839998
3011,0.07097662464610337,30.38091667000001,77.97587666999998
3016,0.12299935305297045,30.381028608750015,77.97581729166664
3017,0.08624331269504541,30.381038330000017,77.97580999999997
3022,0.1575653690963263,30.381105065000007,77.9757162188462
3027,0.08044871935682908,30.381153329999993,77.97560666999998
3033,0.07581685554423494,30.381250000000016,77.97542666999998
3041,0.07744819013893803,30.381404999999983,77.97521333000003
3049,0.07170487946061649,30.381563329999985,77.97508833000005
3050,0.07977772308107069,30.381596666000004,77.97507366599997
3051,0.09712471158258336,30.381605000000008,77.97506999999997
3064,0.10784532326438641,30.381882219583346,77.97492222416669
3065,0.0961633517270723,30.38189333000002,77.97491667000003
3066,0.14066599605324726,30.38193937166665,77.97488833666664
3067,0.11170588614750793,30.381958329999982,77.97487666999997
3069,0.09652645008839116,30.382020000000008,77.97484166999998
3070,0.143183460851938,30.38205923076922,77.97481442423074
3072,0.07718312649397288,30.38212577192309,77.97476096423075
3077,0.11634569079543369,30.382256669999983,77.97465332999997
3088,0.2193363465968683,30.38261346153848,77.97445192153849
3096,0.10534288411341952,30.382924870000007,77.97441540079996
3099,0.1251199776829608,30.38299832999999,77.97441667
3100,0.08709207147061938,30.38304319375001,77.97441667
3103,0.09914247494621839,30.383119999999995,77.97442499999995
3105,0.08546285234202508,30.383180000000007,77.97442832999997
3108,0.08630813715091723,30.383284295769222,77.97444608730773
3120,0.07628334418469082,30.383654870000004,77.97451579999999
3122,0.08367233197695365,30.383728208461523,77.97453750269231
3123,0.09983748089059392,30.38374166999999,77.97454167
3124,0.21649941243480406,30.38379160346155,77.9745599392308
3125,0.07540288696276054,30.383810000000008,77.97456667000004
3137,0.0882563761915338,30.38415333,77.97465000000004
3138,0.09927343333775994,30.384189329999995,77.97462719759994
3139,0.09101518041879972,30.384203329999995,77.97461832999996
3140,0.10519403383199144,30.384237434999985,77.97459153999996
3141,0.13677635082472236,30.38424999999999,77.97458166999996
3147,0.07382622798478557,30.384401669999992,77.97444500000005
3162,0.07166389896862027,30.38477429576922,77.97422538461542
3165,0.08434667400309637,30.38484667,77.97420166999997
3174,0.0742117983570309,30.385155383076935,77.9740970546154
3177,0.07282944029160464,30.385233330000002,77.97406832999997
3202,0.07119125788518811,30.38592041999999,77.97321979500002
3213,0.09628433032776759,30.386371670000006,77.97301500000002
3235,0.1302816981374023,30.386486669999993,77.97200167000004
3253,0.10668487818492992,30.387008329999993,77.97152832999997
3255,0.10238107314568222,30.387034999999994,77.97145167000002
3256,0.07066848186928983,30.387042916666655,77.9713843783333
3271,0.07528702035100959,30.387271670000008,77.97077833000002
3278,0.08439312333754846,30.387533729999983,77.97058586759997
3293,0.2332035608977372,30.388046669999998,77.97018832999997
3307,0.18034900596855574,30.388446670000004,77.96982333000004
3308,0.09904584348835058,30.38849680625,77.96978639083338
3310,0.11770513607303215,30.388558400416652,77.96975423708338
3326,0.11008027472739142,30.389215697083326,77.9697277770833
3327,0.1196037970197371,30.389231669999994,77.96972499999997
3328,0.18770259472545037,30.38929767,77.96970300000004
3376,0.07924993199375309,30.390934514583325,77.96910763958336
3395,0.09450724384120797,30.39177832999999,77.96850999999997
3401,0.1264383736008993,30.39207166999999,77.96828333000003
3404,0.1113510758816456,30.392272735600017,77.96821287000004
3405,0.08156983539369099,30.39231167000002,77.96820167000004
3410,0.07253452950846576,30.39264708333332,77.96813847291669
3436,0.08262949752684245,30.394074613846158,77.96832596153844
3437,0.13542963997816498,30.394103330000004,77.96832999999997
3459,0.16691227230540553,30.395108329999978,77.96869332999997
3460,0.12418329168343595,30.395175002000002,77.96870800199997
3461,0.07134526379982531,30.395191670000003,77.96871166999996
3462,0.0824226585724693,30.395240383076935,77.96872019076929
3487,0.07699750605351798,30.396271670000008,77.96883499999996
3498,0.07811931633479254,30.39691801615386,77.9689519230769
3514,0.1282706194550592,30.397944486153833,77.96910519346159
3515,0.07735399851951105,30.397988329999986,77.96911500000004
3520,0.08703654737930579,30.398330974166665,77.96918680750004
3546,0.08466406085228843,30.399564809230785,77.96938365384621
3554,0.07996625737672469,30.40000333625001,77.96920770499997
3651,0.19521195764039942,30.40297833,77.96919499999996
3652,0.15858257489881558,30.403050193846166,77.9692120488462
3684,0.09585433917388163,30.404823076923087,77.96978012730774
3686,0.07783104512092448,30.404914548846172,77.96981801038459
3687,0.07323087659062869,30.40493833000001,77.96982832999997
3688,0.1383167320097108,30.40500429423078,77.96985525846154
3713,0.1265379434733374,30.40636832999999,77.97011666999997
3714,0.0745146545989445,30.40645145500001,77.97013118125001
3734,0.12896548633904606,30.40758866400001,77.97003966999996
3736,0.08234030698173377,30.407683847692322,77.97003422923075
3786,0.11669135436961635,30.409675383076912,77.96909480769233
3801,0.12376594262496511,30.410268330000005,77.96869833000004
3822,0.0736268170208069,30.411551983846135,77.96800141269229
3843,0.07586369307868043,30.41281167,77.96731999999999
3933,0.09892415838569889,30.415809999999993,77.96619166999996
3996,0.17272430326523694,30.415818329999986,77.96626999999995
3997,0.07024079894873435,30.41581832999999,77.96626999999995
3999,0.08933898793076152,30.415833330000016,77.96632500000004
4032,0.08046938959342528,30.41650827076925,77.96652634615388
4079,0.07950979591316937,30.41670999999999,77.96804666999998
4081,0.07242952861495518,30.41669000000001,77.96811832999997
4110,0.10895656626992854,30.416351664000004,77.96891666399998
4111,0.07562454892427459,30.41634833,77.96892832999997
4399,0.07694858767337795,30.415983330000007,77.97018499999996
4404,0.0924814443758647,30.41598333000001,77.97018499999996
